First level,Domain/Workflow/...,Second Level,Third Level,V2 Section,V2 Section Names,v2+ HTML Page,v2+ Group Type,v2+ Group Section,Comments
,,,,4.16.5,DBU - Update Donor Record Message (Event O42),Message - Update Donor Record,Message,Tab - DBU^O42 Interaction,
,,,,4.16.6,QBP - Get Donor Record Candidates (Event Q33),Message - Get Donor Record Candidates,Message,Text,
,,,,4.16.6,QBP - Get Donor Record Candidates (Event Q33),Message - Get Donor Record Candidates,Message,Tab - QBP^Q33^QBP_Q33,"Note that the Query Trigger in the table uses QBP^Q33^QBP_Q33, but the message structure uses QBP^Q33^QBP_O33.  I assume the first is what it should be.  Once migrated, change the choreography table to reflect the correct structure.  Create JIRA."
,,,,4.16.6,QBP - Get Donor Record Candidates (Event Q33),Message - Get Donor Record Candidates,Message,Tab - QBP^Q33 Interaction,
,,,,4.16.7,RSP - Get Donor Record Candidates Response (K33),Message - Get Donor Record Candidates,Message,Tab - RSP^K33^RSP_K33,"Note that the Query Trigger in the table uses RSP^K33^RSP_K33, but the message structure uses RSP^K33^RSP_O33.  I assume the first is what it should be.  Once migrated, change the choreography table to reflect the correct structure.  Create JIRA."
,,,,4.16.7,RSP - Get Donor Record Candidates Response (K33),Message - Get Donor Record Candidates,Message,Tab - RSP^K33 Interaction,
,,,,4.16.8,QBP - Get Donor Record (Event Q34),Message - Get Donor Record,Message,Text,
,,,,4.16.8,QBP - Get Donor Record (Event Q34),Message - Get Donor Record,Message,Tab - QBP^Q34^QBP_Q34,"Note that the Query Trigger in the table uses QBP^Q34^QBP_Q34, but the message structure uses QBP^Q34^QBP_O34.  I assume the first is what it should be.  Once migrated, change the choreography table to reflect the correct structure.  Create JIRA."
,,,,4.16.8,QBP - Get Donor Record (Event Q34),Message - Get Donor Record,Message,Tab - QBP^Q34 Interaction,
,,,,4.16.8,QBP - Get Donor Record (Event Q34),Message - Get Donor Record,Message,Tab - QBP^K34^RSP_K34,"Note that the Query Trigger in the table uses RSP^K34^RSP_K34, but the message structure uses RSP^K34^RSP_O34.  I assume the first is what it should be.  Once migrated, change the choreography table to reflect the correct structure.  Create JIRA."
,,,,4.16.9,RSP - Get Donor Record Response (K34),Message - Get Donor Record,Message,Tab - RSP^K34 Interaction,
,,,,4.16.10,DRG - Donor Registration (Event O43),Message - Donor Registraiton,Message,Text,
,,,,4.16.10,DRG - Donor Registration (Event O43),Message - Donor Registraiton,Message,Tab - DRG^O43^DRG_O43,
,,,,4.16.10,DRG - Donor Registration (Event O43),Message - Donor Registraiton,Message,Tab - DRG^O43 Interaction,
,,,,4.16.11,DER - Donor Eligibility Request (Event O44),Message - Donor Eligibility Request,Message,Text,
,,,,4.16.11,DER - Donor Eligibility Request (Event O44),Message - Donor Eligibility Request,Message,Tab - DER^O44^DER_O44,
,,,,4.16.11,DER - Donor Eligibility Request (Event O44),Message - Donor Eligibility Request,Message,Tab - DER^O44 Interaction,
,,,,4.16.12,DEO - Donor Eligibility Observations (Event O45),Message - Donor Eligibility Observations,Message,Text,
,,,,4.16.12,DEO - Donor Eligibility Observations (Event O45),Message - Donor Eligibility Observations,Message,Tab - DEO^O45^DEO_O45,
,,,,4.16.12,DEO - Donor Eligibility Observations (Event O45),Message - Donor Eligibility Observations,Message,Tab - DEO^O45 Interaction,
,,,,4.16.13,DEL - Donor Eligibility (Event O46),Message - Donor Eligibility Notification,Message,Text,
,,,,4.16.13,DEL - Donor Eligibility (Event O46),Message - Donor Eligibility Notification,Message,Tab - DEL^O46^DER_O46,
,,,,4.16.13,DEL - Donor Eligibility (Event O46),Message - Donor Eligibility Notification,Message,Tab - DEL^O46 Interaction,
,,,,4.16.14,DRC - Donor Request to Collect (Event O47),Message - Donor Request to Collect,Message,Text,
,,,,4.16.14,DRC - Donor Request to Collect (Event O47),Message - Donor Request to Collect,Message,Tab - DRC^O47^DRC_O47,
,,,,4.16.14,DRC - Donor Request to Collect (Event O47),Message - Donor Request to Collect,Message,Tab - DRC^O47 Interaction,
,,,,4.16.15,DPR - Donation Procedure (Event O48),Message - Donation Procedure,Message,Text,
,,,,4.16.15,DPR - Donation Procedure (Event O48),Message - Donation Procedure,Message,Tab - DEL^O46^DER_O46,
,,,,4.16.15,DPR - Donation Procedure (Event O48),Message - Donation Procedure,Message,Tab - DEL^O46 Interaction,
,,,Examples,<none>,,Blood Bank,Text,,
,,,,,,,,,
,,Pharmacy,,,,,,,
,,,Introduction,4A.3,,"Pharmacy Prescriptions, Dispense, and Administration",text,,
,,,General Use Cases / Background,4A.6+,,"Pharmacy Prescriptions, Dispense, and Administration",text,,
,,,Implementation Considerations,<none>,,"Pharmacy Prescriptions, Dispense, and Administration",text,,
,,,Technical Specs,,,"Pharmacy Prescriptions, Dispense, and Administration",text,,
,,,,4A.3.3,OMP - Pharmacy/Treatment Order Message (Event O09),Message - Pharmacy/Treatment Order,Message,Text,
,,,,4A.3.3,OMP - Pharmacy/Treatment Order Message (Event O09),Message - Pharmacy/Treatment Order,Message,Tab - OMP^O09^OMP_O09,
,,,,4A.3.3,OMP - Pharmacy/Treatment Order Message (Event O09),Message - Pharmacy/Treatment Order,Message,Tab - OMP^O09 Interaction,
,,,,4A.3.4,ORP - Pharmacy/Treatment Order Acknowledgment (Event O10),Message - Pharmacy/Treatment Order,Message,Tab - ORP^O10^ORP_O10,
,,,,4A.3.4,ORP - Pharmacy/Treatment Order Acknowledgment (Event O10),Message - Pharmacy/Treatment Order,Message,Tab - ORP^O10 Interaction,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Pharmacy/Treatment Order,Message,Tab - OSU^O52^OSU_O52,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Pharmacy/Treatment Order,Message,Tab - OSU Interaction,
,,,,4A.3.6,RDE - Pharmacy/Treatment Encoded Order Message (Event O11),Message - Pharmacy/Treatment EncodedOrder,Message,Text,
,,,,4A.3.6,RDE - Pharmacy/Treatment Encoded Order Message (Event O11),Message - Pharmacy/Treatment EncodedOrder,Message,Tab - RDE^O11^RDE_O11,
,,,,4A.3.6,RDE - Pharmacy/Treatment Encoded Order Message (Event O11),Message - Pharmacy/Treatment EncodedOrder,Message,Tab - RDE^O11 Interaction,
,,,,4A.3.7,RRE - Pharmacy/Treatment Encoded Order Acknowledgment (Event O12),Message - Pharmacy/Treatment EncodedOrder,Message,Tab - RRE^O12^RRE_O12,
,,,,4A.3.7,RRE - Pharmacy/Treatment Encoded Order Acknowledgment (Event O12),Message - Pharmacy/Treatment EncodedOrder,Message,Tab - RRE^O12 Interaction,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Pharmacy/Treatment EncodedOrder,Message,Tab - OSU^O52^OSU_O52,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Pharmacy/Treatment EncodedOrder,Message,Tab - OSU Interaction,
,,,,4A.3.24,RDE - Pharmacy/Treatment Dispense Request Message (Event O49),Pharmacy/Treatment Dispense Request,Message,Text,
,,,,4A.3.24,RDE - Pharmacy/Treatment Dispense Request Message (Event O49),Pharmacy/Treatment Dispense Request,Message,Tab - RDE^O49^RDE_O49,
,,,,4A.3.24,RDE - Pharmacy/Treatment Dispense Request Message (Event O49),Pharmacy/Treatment Dispense Request,Message,Tab - RDE^O49 Interaction,
,,,,4A.3.25,RRE - Pharmacy/Treatment Encoded Order Acknowledgment (Event O50),Pharmacy/Treatment Dispense Request,Message,Tab - RRE^O50^RRE_O50,
,,,,4A.3.25,RRE - Pharmacy/Treatment Encoded Order Acknowledgment (Event O50),Pharmacy/Treatment Dispense Request,Message,Tab - RRE^O50 Interaction,
,,,,4A.3.8,RDS - Pharmacy/Treatment Dispense Message (Event O13),Message - Pharmacy/Treatment Dispense,Message,Text,
,,,,4A.3.8,RDS - Pharmacy/Treatment Dispense Message (Event O13),Message - Pharmacy/Treatment Dispense,Message,Tab - RDS^O13^RDS_O13,
,,,,4A.3.8,RDS - Pharmacy/Treatment Dispense Message (Event O13),Message - Pharmacy/Treatment Dispense,Message,Tab - RDS^O13 Interaction,
,,,,4A.3.9,RRD - Pharmacy/Treatment Dispense Acknowledgement Message (Event O14),Message - Pharmacy/Treatment Dispense,Message,Tab - RRD^O14^RRD_O14,
,,,,4A.3.9,RRD - Pharmacy/Treatment Dispense Acknowledgement Message (Event O14),Message - Pharmacy/Treatment Dispense,Message,Tab - RRD^O14 Interaction,
,,,,4A.3.26,RCV - Pharmacy/Treatment Dispense Message (Event O59),Message - Pharmacy/Treatment Dispense Receipt,Message,Text,
,,,,4A.3.26,RCV - Pharmacy/Treatment Dispense Message (Event O59),Message - Pharmacy/Treatment Dispense Receipt,Message,Tab - RCV^O59^RCV_O59,
,,,,4A.3.26,RCV - Pharmacy/Treatment Dispense Message (Event O59),Message - Pharmacy/Treatment Dispense Receipt,Message,Tab - RCV^O59 Interaction,
,,,,4A.3.9,RRD - Pharmacy/Treatment Dispense Acknowledgement Message (Event O14),Message - Pharmacy/Treatment Dispense Receipt,Message,Tab - RRD^O14^RRD_O14,
,,,,4A.3.9,RRD - Pharmacy/Treatment Dispense Acknowledgement Message (Event O14),Message - Pharmacy/Treatment Dispense Receipt,Message,Tab - RRD^O14 Interaction,
,,,,4A.3.11,RGV - Pharmacy/Treatment Give Message (Event O15),Message - Pharmacy/Treatment Give Instructions,Message,Text,
,,,,4A.3.11,RGV - Pharmacy/Treatment Give Message (Event O15),Message - Pharmacy/Treatment Give Instructions,Message,Tab - RGV^O15^RGV_O15,
,,,,4A.3.11,RGV - Pharmacy/Treatment Give Message (Event O15),Message - Pharmacy/Treatment Give Instructions,Message,Tab - RGV^O15 Interaction,
,,,,4A.3.12,RRG - Pharmacy/Treatment Give Acknowledgment Message (Event O16),Message - Pharmacy/Treatment Give Instructions,Message,Tab - RRG^O16^RRG_O16,
,,,,4A.3.12,RRG - Pharmacy/Treatment Give Acknowledgment Message (Event O16),Message - Pharmacy/Treatment Give Instructions,Message,Tab - RRG^O16 Interaction,
,,,,4A.3.14,RAS - Pharmacy/Treatment Administration Message (Event O17),Message - Pharmacy/Treatment Administration,Message,Text,
,,,,4A.3.14,RAS - Pharmacy/Treatment Administration Message (Event O17),Message - Pharmacy/Treatment Administration,Message,Tab - RAS^O17^RAS_O17,
,,,,4A.3.14,RAS - Pharmacy/Treatment Administration Message (Event O17),Message - Pharmacy/Treatment Administration,Message,Tab - RAS^O17 Interaction,
,,,,4A.3.15,RRA - Pharmacy/Treatment Administration Acknowledgment Message (Event O18),Message - Pharmacy/Treatment Administration,Message,Tab - RRA^O18^RRA_O18,
,,,,4A.3.15,RRA - Pharmacy/Treatment Administration Acknowledgment Message (Event O18),Message - Pharmacy/Treatment Administration,Message,Tab - RRA^O18 Interaction,
,,,,4A.3.16,RDE - Pharmacy/Treatment Refill Authorization Request Message (Event O25),Message - Pharmacy/Treatment Refill Authorization Request,Message,Text,
,,,,4A.3.16,RDE - Pharmacy/Treatment Refill Authorization Request Message (Event O25),Message - Pharmacy/Treatment Refill Authorization Request,Message,Tab - RDE^O25^RDE_O25,
,,,,4A.3.16,RDE - Pharmacy/Treatment Refill Authorization Request Message (Event O25),Message - Pharmacy/Treatment Refill Authorization Request,Message,Tab - RDE^O25 Interaction,
,,,,4A.3.17,RRE - Pharmacy/Treatment Refill Authorization Request Acknowledgment (Event O26),Message - Pharmacy/Treatment Refill Authorization Request,Message,Tab - RRE^O26^RRE_O26,
,,,,4A.3.17,RRE - Pharmacy/Treatment Refill Authorization Request Acknowledgment (Event O26),Message - Pharmacy/Treatment Refill Authorization Request,Message,Tab - RRE^O26 Interaction,
,,,,4A.3.23,Pharmacy Query/Response Message Pair ,Pharmacy Query/Response,Message,Text,
,,,,4A.3.23,Pharmacy Query/Response Message Pair ,Pharmacy Query/Response,Message,Tab - QBP^Q11^QBP_Q11,
,,,,4A.3.23,Pharmacy Query/Response Message Pair ,Pharmacy Query/Response,Message,Tab - QBP^Q11 Interaction,
,,,,4A.3.23,Pharmacy Query/Response Message Pair ,Pharmacy Query/Response,Message,Tab - RSP^K31^RSP_K31,
,,,,4A.3.23,Pharmacy Query/Response Message Pair ,Pharmacy Query/Response,Message,Tab - RSP^K31 Interaction,
,,,Examples,4A.5+,,"Pharmacy Prescriptions, Dispense, and Administration",text,,
,,,,,,,,,
,,Immunizations,,,,,,,
,,,Introduction,4A.7.1,,Immunizations,Text,,
,,,General Use Cases / Background,<none>,,Immunizations,Text,,
,,,Implementation Considerations,<none>,,Immunizations,Text,,
,,,Technical Specs,,,Immunizations,Text,,
,,,,4A.7.6,VXU - Unsolicited Vaccination Record Update (Event V04),Unsolicited Vaccination Record Update,Message,Text,
,,,,4A.7.6,VXU - Unsolicited Vaccination Record Update (Event V04),Unsolicited Vaccination Record Update,Message,Tab - VXU^V04^VXU_V04,
,,,,4A.7.6,VXU - Unsolicited Vaccination Record Update (Event V04),Unsolicited Vaccination Record Update,Message,Tab - VXU^V04 Interaction,
,,,,4A.7.6,VXU - Unsolicited Vaccination Record Update (Event V04),Unsolicited Vaccination Record Update,Message,Tab - ACK^V04 Interaction,
,,,Examples,4A.9,,Immunizations,Text,,
,,,,,,,,,
,,Dietary,,,,,,,
,,,Introduction,4.7.,,Dietary Orders,Text,,
,,,General Use Cases / Background,<none>,,Dietary Orders,Text,,
,,,Implementation Considerations,<none>,,Dietary Orders,Text,,
,,,Technical Specs,,,Dietary Orders,Text,,
,,,,4.7.1,OMD - Dietary Order (Event O03) ,Message - Dietary Order,Message,Text,
,,,,4.7.1,OMD - Dietary Order (Event O03) ,Message - Dietary Order,Message,Tab - OMD^O03^OMD_O03,
,,,,4.7.1,OMD - Dietary Order (Event O03) ,Message - Dietary Order,Message,Tab - OMD^O03 Interaction,
,,,,4.7.2,ORD - dietary order acknowledgment (Event O04),Message - Dietary Order,Message,Tab - ORD^O04^ORD_O04,
,,,,4.7.2,ORD - dietary order acknowledgment (Event O04),Message - Dietary Order,Message,Tab - ORD^O04 Interaction,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Dietary Order,Message,Tab - OSU^O52^OSU_O52,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Message - Dietary Order,Message,Tab - OSU Interaction,
,,,Examples,4.9+,,Dietary Orders,Text,,
,,,,,,,,,
,,Imaging,,,,,,,
,,,Introduction,<none>,,Imaging,Text,,
,,,General Use Cases / Background,<none>,,Imaging,Text,,
,,,Implementation Considerations,<none>,,Imaging,Text,,
,,,Technical Specs,,,Imaging,Text,,
,,,,4.4.14,OMI – Imaging Order Message (Event O23),Imaging Order,Message,Text,
,,,,4.4.14,OMI – Imaging Order Message (Event O23),Imaging Order,Message,Tab - OMI^O23^OMI_O23,
,,,,4.4.14,OMI – Imaging Order Message (Event O23),Imaging Order,Message,Tab - OMI^O23 Interaction,
,,,,4.4.15,ORI – Imaging Order Response Message to Any OMI (Event O24),Imaging Order,Message,Tab - ORI^O24^ORI_O24,
,,,,4.4.15,ORI – Imaging Order Response Message to Any OMI (Event O24),Imaging Order,Message,Tab - ORI^O24 Interaction,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Imaging Order,Message,Tab - OSU^O52^OSU_O52,
,,,,4.4.19,OSU - Order Stauts Update Acknowledgement (Event O052),Imaging Order,Message,Tab - OSU Interaction,
,,,Examples,,,Imaging,Text,,
,,,,,,,,,
,,Medical Records (consider renaming to Document Management),,,,,,,
,,,Introduction,9.2; 9.5,,Document Mangement,Text,,
,,,General Use Cases / Background,9.3.,,Document Mangement,Text,,
,,,Implementation Considerations,<none>,,Document Mangement,Text,,
,,,Technical Specs,9.6.,,Document Mangement,Text,,
,,,,9.6.1,MDM/ACK - Original Document Notification (Event T01),Message - T01 Document,Message,Text,
,,,,9.6.1,MDM/ACK - Original Document Notification (Event T01),Message - T01 Document,Message,Tab - MDM^T01^MDM_T01,
,,,,9.6.1,MDM/ACK - Original Document Notification (Event T01),Message - T01 Document,Message,Tab - MDM Interaction,
,,,,9.6.1,MDM/ACK - Original Document Notification (Event T01),Message - T01 Document,Message,Tab - ACK^T01^ACK,
,,,,9.6.1,MDM/ACK - Original Document Notification (Event T01),Message - T01 Document,Message,Tab - ACK Interaction,
,,,,9.6.2,MDM/ACK - Original Document Notification and Content (Event T02),Message - T02 Document with Content,Message,Text,
,,,,9.6.2,MDM/ACK - Original Document Notification and Content (Event T02),Message - T02 Document with Content,Message,Tab - MDM^T02^MDM_T02,
,,,,9.6.2,MDM/ACK - Original Document Notification and Content (Event T02),Message - T02 Document with Content,Message,Tab - MDM Interaction,
,,,,9.6.2,MDM/ACK - Original Document Notification and Content (Event T02),Message - T02 Document with Content,Message,Tab - ACK^T02^ACK,
,,,,9.6.2,MDM/ACK - Original Document Notification and Content (Event T02),Message - T02 Document with Content,Message,Tab - ACK Interaction,
,,,,9.6.3,MDM/ACK - Document Status Change Notification (Event T03),Message - T03 Document Status Change,Message,Text,
,,,,9.6.3,MDM/ACK - Document Status Change Notification (Event T03),Message - T03 Document Status Change,Message,Tab - MDM^T03^MDM_T03,
,,,,9.6.3,MDM/ACK - Document Status Change Notification (Event T03),Message - T03 Document Status Change,Message,Tab - MDM Interaction,
,,,,9.6.3,MDM/ACK - Document Status Change Notification (Event T03),Message - T03 Document Status Change,Message,Tab - ACK^T03^ACK,
,,,,9.6.3,MDM/ACK - Document Status Change Notification (Event T03),Message - T03 Document Status Change,Message,Tab - ACK Interaction,
,,,,9.6.4,MDM/ACK - Document Status Change Notification and Content (Event T04),Message - T04 Document Status Change with Content,Message,Text,
,,,,9.6.4,MDM/ACK - Document Status Change Notification and Content (Event T04),Message - T04 Document Status Change with Content,Message,Tab - MDM^T04^MDM_T04,
,,,,9.6.4,MDM/ACK - Document Status Change Notification and Content (Event T04),Message - T04 Document Status Change with Content,Message,Tab - MDM Interaction,
,,,,9.6.4,MDM/ACK - Document Status Change Notification and Content (Event T04),Message - T04 Document Status Change with Content,Message,Tab - ACK^T04^ACK,
,,,,9.6.4,MDM/ACK - Document Status Change Notification and Content (Event T04),Message - T04 Document Status Change with Content,Message,Tab - ACK Interaction,
,,,,9.6.5,MDM/ACK - Document Addendum Notification (Event T05),Message - T05 Document Addendum,Message,Text,
,,,,9.6.5,MDM/ACK - Document Addendum Notification (Event T05),Message - T05 Document Addendum,Message,Tab - MDM^T05^MDM_T05,
,,,,9.6.5,MDM/ACK - Document Addendum Notification (Event T05),Message - T05 Document Addendum,Message,Tab - MDM Interaction,
,,,,9.6.5,MDM/ACK - Document Addendum Notification (Event T05),Message - T05 Document Addendum,Message,Tab - ACK^T05^ACK,
,,,,9.6.5,MDM/ACK - Document Addendum Notification (Event T05),Message - T05 Document Addendum,Message,Tab - ACK Interaction,
,,,,9.6.6,MDM/ACK - Document Addendum Notification and Content (Event T06),Message - T06 Document Addendum with Content,Message,Text,
,,,,9.6.6,MDM/ACK - Document Addendum Notification and Content (Event T06),Message - T06 Document Addendum with Content,Message,Tab - MDM^T06^MDM_T06,
,,,,9.6.6,MDM/ACK - Document Addendum Notification and Content (Event T06),Message - T06 Document Addendum with Content,Message,Tab - MDM Interaction,
,,,,9.6.6,MDM/ACK - Document Addendum Notification and Content (Event T06),Message - T06 Document Addendum with Content,Message,Tab - ACK^T06^ACK,
,,,,9.6.6,MDM/ACK - Document Addendum Notification and Content (Event T06),Message - T06 Document Addendum with Content,Message,Tab - ACK Interaction,
,,,,9.6.7,MDM/ACK - Document Edit Notification (Event T07),Message - T07 Document Edit,Message,Text,
,,,,9.6.7,MDM/ACK - Document Edit Notification (Event T07),Message - T07 Document Edit,Message,Tab - MDM^T07^MDM_T07,
,,,,9.6.7,MDM/ACK - Document Edit Notification (Event T07),Message - T07 Document Edit,Message,Tab - MDM Interaction,
,,,,9.6.7,MDM/ACK - Document Edit Notification (Event T07),Message - T07 Document Edit,Message,Tab - ACK^T07^ACK,
,,,,9.6.7,MDM/ACK - Document Edit Notification (Event T07),Message - T07 Document Edit,Message,Tab - ACK Interaction,
,,,,9.6.8,MDM/ACK - Document Edit Notification and Content (Event T08),Message - T08 Document Edit with Content,Message,Text,
,,,,9.6.8,MDM/ACK - Document Edit Notification and Content (Event T08),Message - T08 Document Edit with Content,Message,Tab - MDM^T08^MDM_T08,
,,,,9.6.8,MDM/ACK - Document Edit Notification and Content (Event T08),Message - T08 Document Edit with Content,Message,Tab - MDM Interaction,
,,,,9.6.8,MDM/ACK - Document Edit Notification and Content (Event T08),Message - T08 Document Edit with Content,Message,Tab - ACK^T08^ACK,
,,,,9.6.8,MDM/ACK - Document Edit Notification and Content (Event T08),Message - T08 Document Edit with Content,Message,Tab - ACK Interaction,
,,,,9.6.9,MDM/ACK - Document Replacement Notification (Event T09),Message - T09 Document Replacement,Message,Text,
,,,,9.6.9,MDM/ACK - Document Replacement Notification (Event T09),Message - T09 Document Replacement,Message,Tab - MDM^T09^MDM_T09,
,,,,9.6.9,MDM/ACK - Document Replacement Notification (Event T09),Message - T09 Document Replacement,Message,Tab - MDM Interaction,
,,,,9.6.9,MDM/ACK - Document Replacement Notification (Event T09),Message - T09 Document Replacement,Message,Tab - ACK^T09^ACK,
,,,,9.6.9,MDM/ACK - Document Replacement Notification (Event T09),Message - T09 Document Replacement,Message,Tab - ACK Interaction,
,,,,9.6.10,MDM/ACK - Document Replacement Notification and Content (Event T10),Message - T10 Document Replacement with Content,Message,Text,
,,,,9.6.10,MDM/ACK - Document Replacement Notification and Content (Event T10),Message - T10 Document Replacement with Content,Message,Tab - MDM^T10^MDM_T10,
,,,,9.6.10,MDM/ACK - Document Replacement Notification and Content (Event T10),Message - T10 Document Replacement with Content,Message,Tab - MDM Interaction,
,,,,9.6.10,MDM/ACK - Document Replacement Notification and Content (Event T10),Message - T10 Document Replacement with Content,Message,Tab - ACK^T10^ACK,
,,,,9.6.10,MDM/ACK - Document Replacement Notification and Content (Event T10),Message - T10 Document Replacement with Content,Message,Tab - ACK Interaction,
,,,,9.6.11,MDM/ACK - Document Cancel Notification (Event T11),Message - T11 Document Cancel,Message,Text,
,,,,9.6.11,MDM/ACK - Document Cancel Notification (Event T11),Message - T11 Document Cancel,Message,Tab - MDM^T11^MDM_T10,
,,,,9.6.11,MDM/ACK - Document Cancel Notification (Event T11),Message - T11 Document Cancel,Message,Tab - MDM Interaction,
,,,,9.6.11,MDM/ACK - Document Cancel Notification (Event T11),Message - T11 Document Cancel,Message,Tab - ACK^T11^ACK,
,,,,9.6.11,MDM/ACK - Document Cancel Notification (Event T11),Message - T11 Document Cancel,Message,Tab - ACK Interaction,
,,,Examples,9.8+,,Document Mangement,Text,,
,,Patient Care,,,,,,,
,,,Introduction,12.2.,,Patient Care,Text,,
,,,General Use Cases / Background,12.2.2+; 12.2.3; 12.2.4+; 12.2.5+,,Patient Care,Text,,
,,,Implementation Considerations,12.6; 12.7,,Patient Care,Text,,
,,,Technical Specs,12.3.,,Patient Care,Text,,
,,,,12.3.1 ,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC6 Patient Goal Add,Message,Text,Need to add text to describe the event usage
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC6 Patient Goal Add,Message,Tab - PGL^PC6^PGL_PC6,
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC6 Patient Goal Add,Message,Tab - PGL Interaction,
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC6 Patient Goal Add,Message,Tab - ACK^PC6^ACK,
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC6 Patient Goal Add,Message,Tab - ACK Interaction,
,,,,12.3.1 ,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC7 Patient Goal Update,Message,Text,Need to add text to describe the event usage
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC7 Patient Goal Update,Message,Tab - PGL^PC7^PGL_PC6,
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC7 Patient Goal Update,Message,Tab - PGL Interaction,
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC7 Patient Goal Update,Message,Tab - ACK^PC7^ACK,
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC7 Patient Goal Update,Message,Tab - ACK Interaction,
,,,,12.3.1 ,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC8 Patient Goal Delete,Message,Text,Need to add text to describe the event usage
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC8 Patient Goal Delete,Message,Tab - PGL^PC8^PGL_PC6,
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC8 Patient Goal Delete,Message,Tab - PGL Interaction,
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC8 Patient Goal Delete,Message,Tab - ACK^PC8,
,,,,12.3.1,"PGL/ACK - Patient Goal Message (Events PC6, PC7, PC8)",Message - PC8 Patient Goal Delete,Message,Tab - ACK Interaction,
,,,,12.3.2 ,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC1 Patient Problem Add,Message,Text,Need to add text to describe the event usage
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC1 Patient Problem Add,Message,Tab - PPR^PC1^PPR_PC1,
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC1 Patient Problem Add,Message,Tab - PPR Interaction,
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC1 Patient Problem Add,Message,Tab - ACK^PC1^ACK,
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC1 Patient Problem Add,Message,Tab - ACK Interaction,
,,,,12.3.2 ,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC2 Patient Problem Update,Message,Text,Need to add text to describe the event usage
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC2 Patient Problem Update,Message,Tab - PPR^PC2^PPR_PC1,
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC2 Patient Problem Update,Message,Tab - PPR Interaction,
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC2 Patient Problem Update,Message,Tab - ACK^PC2^ACK,
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC2 Patient Problem Update,Message,Tab - ACK Interaction,
,,,,12.3.2 ,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC3 Patient Problem Delete,Message,Text,Need to add text to describe the event usage
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC3 Patient Problem Delete,Message,Tab - PPR^PC3^PPR_PC1,
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC3 Patient Problem Delete,Message,Tab - PPR Interaction,
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC3 Patient Problem Delete,Message,Tab - ACK^PC3^ACK,
,,,,12.3.2,"PPR/ACK - Patient Problem Message (Events PC1, PC2, PC3)",Message - PC3 Patient Problem Delete,Message,Tab - ACK Interaction,
